805,96.0,108.0,3.141592653589793,-1.7390896455299006E-16,-0.06666666666666667
825,96.0,108.0,3.0749259869231262,-4.531349602912678,0.01919270773807352
846,100.526245,107.78496,3.0941186946611996,-8.934478278048024,0.021785425615819205
866,109.45777,107.55547,3.115904120277019,-10.534625277154976,0.02053859126682764
886,119.99226,107.50122,3.1364427115438467,-12.983858515996191,0.012162837648555894
907,132.9758,107.59227,3.1486055491924025,-42.40739545840859,0.0037522719335709586
926,175.38074,108.04879,3.1523578211259733,-35.4726603882834,0.005420582212246032
946,210.84875,108.62291,3.1577784033382192,-30.25669944215806,0.00586688300699839
966,241.0981,109.2901,3.1636452863452176,-18.843121775906802,0.010130601955776704
986,259.93146,109.89642,3.173775888300994,-17.904297388379916,0.010972920653881656
1006,277.8191,110.66887,3.184748808954876,-17.46265507257585,0.006704875506045532
1026,295.26004,111.539215,3.1914536844609214,-33.351557419110875,0.008346723256180376
1046,328.5551,113.47944,3.1998004077171016,-18.11047954574382,0.007735585125883589
1066,346.62622,114.67284,3.207535992842985,-19.108206114992903,0.008147926189569808
1086,365.682,116.087296,3.215683919032555,-18.9037227429936,0.006582681027617281
1106,384.52426,117.61068,3.222266600060172,-18.679530879703485,0.0111479798798049
1126,403.1251,119.323456,3.233414579939977,-38.53177624652611,0.011427128552044056
1146,441.45166,123.29476,3.244841708492021,-20.081837459903376,0.01453682893739457
1166,461.39438,125.654655,3.2593785374294155,-21.822163608515222,0.01255258790000543
1186,483.03143,128.49088,3.271931125329421,-21.62935463165974,0.014397906409416199
1206,504.43463,131.6105,3.286329031738837,-23.257174615377885,0.016909678282255876
1226,527.3886,135.35359,3.303238710021093,-22.717548575451215,0.022220353784425682
1246,549.72327,139.5071,3.3254590638055186,-43.8652256047143,0.03062485936142458
1267,592.5833,148.84383,3.3560839231669433,-18.253167390688727,0.03862249687787124
1287,610.2549,153.41478,3.3947064200448147,-17.89959426140874,0.03997620241159659
1307,627.3911,158.58618,3.4346826224564113,-15.743984122289907,0.044310053301433595
1327,642.24744,163.79799,3.478992675757845,-16.072164509732836,0.04061484725150522
1347,657.18494,169.72984,3.51960752300935,-32.773314467174224,0.03849715413830102
1367,687.1563,182.98904,3.5581046771476514,-17.108031516222084,0.03596830966430951
1387,702.54266,190.46863,3.5940729868119607,-17.33652569017381,0.029732750486750857
1408,717.90234,198.50829,3.623805737298712,-17.752357404117593,0.020189600079661345
1428,733.461,207.05663,3.643995337378373,-19.452806972127277,0.004676659693514673
1448,750.466,216.50342,3.648671997071888,-43.63294674436512,-0.0022293641122630597
1468,788.6556,237.60764,3.6464426329596247,-23.207133330279074,-0.0034942962447826243
1488,809.00665,248.76134,3.642948336714842,-22.19261250606757,0.0022341635050198263
1508,828.4442,259.4709,3.6451825002198617,-21.258940703775355,0.0027282131855590874
1528,847.0359,269.78064,3.647910713405421,-17.95780191786137,0.012363523056023824
