745,96.0,108.0,3.141592653589793,-2.7269897460937496,0.03591411537013609
765,98.725235,108.097916,3.1775067689599292,-9.617439769051439,0.008122637327021159
785,108.33334,108.5213,3.1856294062869503,-15.793117869126068,0.010279054204783715
805,124.10317,109.37869,3.1959084604917343,-17.524720458232764,0.015642789599407514
825,141.58502,110.6037,3.2115512500911416,-34.15940323813196,0.01444769968039569
845,175.62282,113.48354,3.225998949771537,-14.3393916868943,0.020184735324228927
865,189.88385,114.98058,3.246183685095766,-15.814908478559138,0.02278420050380177
885,205.57063,116.98957,3.268967885599568,-14.727422614869669,0.021926645221769996
905,220.13422,119.180244,3.2908945308213378,-15.113183311167491,0.023573930314035003
926,235.02213,121.77995,3.3144684611353727,-23.705967176765732,0.03001491710213396
946,258.24185,126.55674,3.3444833782375065,-7.405142067085769,0.035139146562749725
966,265.4382,128.3028,3.379622524800256,-6.762896081170542,0.03621973087350942
987,271.94836,130.13435,3.4158422556737653,-6.178958197188166,0.024696749398574424
1007,277.85327,131.95413,3.4405390050723397,-3.90760981550361,0.03631316019486054
1027,281.5433,133.23979,3.4768521652672004,-3.5297942998142866,0.0224071217735883
1048,284.84973,134.47554,3.499259287040789,-2.5028340640108127,0.008898044235721924
1068,287.18628,135.37257,3.508157331276511,-4.876967746064321,0.00587063683172853
1088,291.7289,137.14723,3.5140279681082394,-6.128355277730661,-0.008253760666947791
1108,297.45532,139.33006,3.5057742074412914,-7.578116582021946,-0.005661312340991676
1128,304.5516,141.98914,3.5001128951002998,-17.52543149977024,-0.01677230085806792
1148,321.06357,147.86252,3.483340594242232,-10.105391218342067,-0.014747146133429163
1168,330.63345,151.10841,3.4685934481088028,-9.07550218772476,-0.014543418058816648
1188,339.26953,153.8982,3.454050030049986,-13.609076344241311,-0.02006567151455592
1208,352.301,157.82092,3.4339843585354304,-16.060591103370776,-0.01921621611179757
1228,367.76605,162.15392,3.414768142423633,-34.85891506387028,-0.017986035362833296
1248,401.4961,170.95331,3.3967821070607997,-16.777238344830955,-0.016828582085102746
